Params,Error
"[44, 0.2661865567040431, 0.05996638391339023, 0.8089878920630308, 0.269469585580762, 304.22462294364874, 0.5537575374750777, 0.9363256834018548]",name 'ShortCutDesign' is not defined
"[12, 0.8797960892837958, 0.5302954455225052, 0.9651593716313553, 0.25635895682899446, 306.3246158118896, 0.7083044686450308, 0.5192419385107071]",name 'ShortCutDesign' is not defined
"[46, 0.13189265504842737, 0.06226191589382974, 0.18654920951851126, 0.23941882570013417, 282.5683754885756, 0.4495209226445579, 0.5443721336162821]",name 'ShortCutDesign' is not defined
"[23, 0.4056390685351516, 0.8474388484456081, 0.8958917898868005, 0.7986126234364721, 289.28356141382744, 0.6387753321953638, 0.3560541609821399]",name 'ShortCutDesign' is not defined
"[47, 0.6193039554538996, 0.5631811785944734, 0.30967585543467857, 0.6870960705803899, 340.22365123695084, 0.47904399082415705, 0.35579418641153815]",name 'ShortCutDesign' is not defined
"[32, 0.028386417663881548, 0.28905195662790023, 0.07115104813351915, 0.9294004264306247, 290.0216742652643, 0.8337924407631787, 0.7248429800505538]",name 'ShortCutDesign' is not defined
"[32, 0.30145220590538463, 0.48671481036980985, 0.8134414498319485, 0.5049653817118025, 324.5386563678954, 0.2810529233204254, 0.7426243309195276]",name 'ShortCutDesign' is not defined
"[16, 0.33005735646522744, 0.6639800992248059, 0.08715080222038803, 0.5377286643863533, 348.5453075598201, 0.5178369199064893, 0.6502507092585276]",name 'ShortCutDesign' is not defined
"[15, 0.9862283118055589, 0.8762108036757688, 0.1029956853314979, 0.7305262237892625, 349.56673635351615, 0.25218691159268997, 0.5502061639685453]",name 'ShortCutDesign' is not defined
"[30, 0.27125741983487694, 0.8103614588631592, 0.5888623975769557, 0.725399794713012, 312.0881014634065, 0.6678063434897942, 0.7744327142579496]",name 'ShortCutDesign' is not defined
"[49, 0.6869755965202616, 0.45715463955112046, 0.06645482501162392, 0.4916272554778529, 297.17200097118064, 0.9865976165270164, 0.2746678199182103]",name 'ShortCutDesign' is not defined
"[26, 0.4657291641639315, 0.8202883653888486, 0.21189282833637063, 0.9425300950339047, 288.15837442749614, 0.183518425843582, 0.6426728435617213]",name 'ShortCutDesign' is not defined
"[14, 0.49382695645119457, 0.17328777795447278, 0.7419193051789181, 0.09385536397658774, 335.04594117610753, 0.616599188180926, 0.28494938010706905]",name 'ShortCutDesign' is not defined
"[29, 0.46661091133466465, 0.5882806014483537, 0.367478017656588, 0.0033942176080515325, 331.8105193301464, 0.5795136178665574, 0.586744183703711]",name 'ShortCutDesign' is not defined
"[14, 0.6654675993944035, 0.46673134728673454, 0.13591787364701968, 0.8872494703984455, 319.028101678488, 0.6496301685556339, 0.09491801401665546]",name 'ShortCutDesign' is not defined
"[28, 0.5045649135985267, 0.2030540244902548, 0.41034790853204833, 0.6807538161180147, 303.5073685867619, 0.1955216352596237, 0.7861866336486442]",name 'ShortCutDesign' is not defined
"[13, 0.7478774346039335, 0.47621512564611784, 0.629284920199249, 0.28937115726988194, 311.1543850338356, 0.8221784967822515, 0.5764438311504473]",name 'ShortCutDesign' is not defined
"[36, 0.6943815789165011, 0.9878260787899968, 0.34119848937262287, 0.13711843937608, 328.49978031452997, 0.3587435220778899, 0.06827349904359509]",name 'ShortCutDesign' is not defined
"[12, 0.3505958705657248, 0.970266221300449, 0.5591172718021974, 0.19349210114775098, 312.3393752388317, 0.037643586228105166, 0.3018589689853304]",name 'ShortCutDesign' is not defined
"[33, 0.9577817501771966, 0.3074258333797247, 0.8180663480805359, 0.7915405972446676, 304.78583566403154, 0.2547176000222432, 0.8825752550377073]",name 'ShortCutDesign' is not defined
"[19, 0.24566041298054592, 0.8305305399746912, 0.9541496038135807, 0.8652904219337526, 312.344563876117, 0.5556007364980484, 0.8876381442459942]",name 'ShortCutDesign' is not defined
"[36, 0.1944618847999943, 0.9675534189921935, 0.5285080544696376, 0.8402582866422421, 303.819290878295, 0.12792958414097874, 0.3734233422241667]",name 'ShortCutDesign' is not defined
"[25, 0.2981488531305406, 0.4103509277791792, 0.2973567998923607, 0.6442321361967623, 305.382303072734, 0.34064723397266844, 0.6630629812678879]",name 'ShortCutDesign' is not defined
"[18, 0.6364239104817968, 0.23734742033069547, 0.6409881545955891, 0.9041487348012475, 339.48026682682075, 0.22685940476105862, 0.24630763872589095]",name 'ShortCutDesign' is not defined
"[40, 0.6755241356249663, 0.7224582942012141, 0.10536881746454879, 0.9503362586887592, 282.8776724932963, 0.11136682573186389, 0.8867667617115972]",name 'ShortCutDesign' is not defined
"[16, 0.5117367787142955, 0.4523021957363053, 0.9563902108812972, 0.8763563205981229, 343.85292780311966, 0.3097497031383439, 0.6258129579899789]",name 'ShortCutDesign' is not defined
"[46, 0.5932563382526177, 0.648311617729353, 0.6945166471248277, 0.9607573348573825, 291.34521520885716, 0.48308320217623757, 0.09885649426646045]",name 'ShortCutDesign' is not defined
"[10, 0.039013659018734076, 0.7766382870113033, 0.27648935170744693, 0.2118238707170621, 322.6142087917933, 0.7510008506439807, 0.18467614284481673]",name 'ShortCutDesign' is not defined
"[47, 0.5193355537312085, 0.5510886885931944, 0.025081240432829256, 0.8147886691962554, 273.84317472421475, 0.5154238540540753, 0.7162276953809109]",name 'ShortCutDesign' is not defined
"[27, 0.05561650799696174, 0.5396182760776908, 0.04966482598396491, 0.5052943130214806, 345.3957168042635, 0.18792654249443383, 0.7623620793632232]",name 'ShortCutDesign' is not defined
"[12, 0.2943206099619908, 0.6817933415878712, 0.7489512671188046, 0.8853151219627418, 341.47192713538493, 0.24560107152375038, 0.74888335612604]",name 'ShortCutDesign' is not defined
"[34, 0.6738868152967222, 0.41176679141129396, 0.5184629714221333, 0.9369473236821433, 304.04926132434673, 0.4130593712456202, 0.19049998774210858]",name 'ShortCutDesign' is not defined
"[41, 0.669164685885438, 0.6393498106614921, 0.5025673665347301, 0.4127670547587196, 335.50629005798953, 0.14649521318885658, 0.4137617842482974]",name 'ShortCutDesign' is not defined
"[44, 0.8963435566199749, 0.17953968707960946, 0.3745293187325424, 0.4006899517063802, 274.93173430280393, 0.15026620857876596, 0.7299066223387589]",name 'ShortCutDesign' is not defined
"[33, 0.15776524062490052, 0.7762256323641666, 0.8584591721916978, 0.8836030937030434, 346.41202788020684, 0.03569897274723293, 0.10476366695657774]",name 'ShortCutDesign' is not defined
"[29, 0.9795515997379495, 0.32059217994074607, 0.4066205623270612, 0.982259217221247, 299.9970139139672, 0.7078185013778949, 0.12742194958119332]",name 'ShortCutDesign' is not defined
"[18, 0.24343217551665294, 0.900799440457204, 0.7070792801315039, 0.43725514120958253, 282.990115296432, 0.8101305661012844, 0.900428167219352]",name 'ShortCutDesign' is not defined
"[16, 0.46054772949998135, 0.7186709520863073, 0.018660795969192918, 0.5439278389867449, 318.62721464895606, 0.2515710034381671, 0.2737512962412956]",name 'ShortCutDesign' is not defined
"[36, 0.9458654930922513, 0.952494193288128, 0.01091606414405807, 0.7876441621823009, 315.0890284433199, 0.7900953099997422, 0.08250060562616554]",name 'ShortCutDesign' is not defined
"[18, 0.7511919070484319, 0.8762647263785958, 0.5860224805412337, 0.0505705004854933, 278.91987505773227, 0.2929483486767015, 0.4210216608174614]",name 'ShortCutDesign' is not defined
"[26, 0.33996495160336504, 0.0483357505944132, 0.24162525900925574, 0.06029843605640868, 318.18797875313584, 0.7873666520612468, 0.9974776757218472]",name 'ShortCutDesign' is not defined
"[42, 0.3428194229046359, 0.18551184880937532, 0.0871898670696936, 0.7571192988890338, 334.55560103204584, 0.40264397429721216, 0.37115126170674884]",name 'ShortCutDesign' is not defined
"[40, 0.07190962706270188, 0.1287898059857998, 0.648615650152947, 0.7740198988551062, 277.48764265552967, 0.8969179593736876, 0.41779502813057995]",name 'ShortCutDesign' is not defined
"[23, 0.0026586021952760565, 0.457889665786529, 0.5741760284592887, 0.3703805284047989, 292.30291619637205, 0.13897309608337918, 0.4336020612757644]",name 'ShortCutDesign' is not defined
"[26, 0.8914623825761846, 0.26574125991384495, 0.4522752978127921, 0.46709313096779653, 345.54898074463256, 0.38448167215642687, 0.11638110845388895]",name 'ShortCutDesign' is not defined
"[34, 0.5755947862474716, 0.7623374287625138, 0.05893619549331398, 0.040700958217667886, 320.4662506850787, 0.6970734363587834, 0.4286982849804535]",name 'ShortCutDesign' is not defined
"[36, 0.9656612103561423, 0.9630845702621745, 0.887180158061549, 0.8080069400312359, 292.9396154453841, 0.12953656721695955, 0.7228553995771516]",name 'ShortCutDesign' is not defined
"[21, 0.08406849006448866, 0.1609531968704393, 0.6369346117378507, 0.9957204833763571, 333.3686210445454, 0.7452102281432629, 0.8540162500890716]",name 'ShortCutDesign' is not defined
"[49, 0.5418103001534404, 0.7438287734425757, 0.28738100704872677, 0.7261176511396854, 289.01224934409936, 0.9039007312288646, 0.4379393756900415]",name 'ShortCutDesign' is not defined
"[10, 0.022355092377867963, 0.40772996253165195, 0.16030014214689334, 0.22326370181930605, 296.8978932550213, 0.8874060510913618, 0.35528765630646897]",name 'ShortCutDesign' is not defined
"[15, 0.15299861320083774, 0.5026587069280412, 0.6710325651954084, 0.6013106639829962, 279.1952784730332, 0.8925623779721213, 0.05012355225578246]",name 'ShortCutDesign' is not defined
"[34, 0.8708188702515401, 0.5692908461800068, 0.5431665004735262, 0.11558734429301198, 317.5717802999595, 0.3985474638755895, 0.0844025879157131]",name 'ShortCutDesign' is not defined
"[33, 0.03209286548781777, 0.30755434582845764, 0.6708661579937525, 0.03928696454530151, 289.7512881246844, 0.6996450336377124, 0.6738884918980222]",name 'ShortCutDesign' is not defined
"[42, 0.16455459567392533, 0.9301064635676557, 0.13077690180865298, 0.2944860307842165, 307.7831423794076, 0.11070426434311845, 0.24318411806696388]",name 'ShortCutDesign' is not defined
"[40, 0.8778529372225494, 0.4698239601197634, 0.6574654830995582, 0.5962040068687754, 305.1448773975424, 0.9352401271532386, 0.1210830187200511]",name 'ShortCutDesign' is not defined
"[20, 0.5606511015237494, 0.008811283794991584, 0.1386116687625067, 0.20280277326560942, 273.25710166289497, 0.7370767255842704, 0.8882738545703227]",name 'ShortCutDesign' is not defined
"[49, 0.5698438778472149, 0.4922695347440452, 0.8321325430821548, 0.7333532861637418, 315.66054209536503, 0.08575483179421475, 0.5365833226109694]",name 'ShortCutDesign' is not defined
"[15, 0.13542600476717379, 0.06045505423939381, 0.5908202549443953, 0.8918221328088717, 277.5829333679619, 0.523684700621375, 0.13470391618153235]",name 'ShortCutDesign' is not defined
"[21, 0.6583014372501279, 0.1939601642760795, 0.888615951297161, 0.08915185648968496, 349.3835238877851, 0.5587740824659869, 0.47732148473688535]",name 'ShortCutDesign' is not defined
"[41, 0.6950001700330327, 0.47063130682925325, 0.298300437589924, 0.7792622567754897, 295.66811920128083, 0.16830784720122172, 0.6551451764714455]",name 'ShortCutDesign' is not defined
"[24, 0.5179833104850617, 0.38856466175371807, 0.9736170439484095, 0.3351638904747785, 281.22730086187073, 0.8069208777094694, 0.15253386413015882]",name 'ShortCutDesign' is not defined
"[41, 0.99239807293449, 0.6180245393900595, 0.154697663341512, 0.9068510701209612, 282.81685716976733, 0.568948463656329, 0.7614539763028554]",name 'ShortCutDesign' is not defined
"[37, 0.45642035297509104, 0.4877166060858875, 0.2626001586906093, 0.5454773760979187, 274.80369539201155, 0.7111064115195358, 0.5303323767633106]",name 'ShortCutDesign' is not defined
"[24, 0.0325745509303011, 0.0899142703639966, 0.6625674866440762, 0.67704304897797, 311.44344545036665, 0.274080163763512, 0.29861192329856723]",name 'ShortCutDesign' is not defined
"[22, 0.11990059772198788, 0.02071929668204716, 0.1769383384034884, 0.8340199223832653, 300.4987017178392, 0.6742832646033929, 0.3898469454370698]",name 'ShortCutDesign' is not defined
"[44, 0.7725340094939547, 0.4537105773043668, 0.021282184908830878, 0.6047182274039664, 330.290034089261, 0.21848317807246342, 0.9164203139626598]",name 'ShortCutDesign' is not defined
"[12, 0.9829325102250623, 0.5688782050114286, 0.6974308795452956, 0.23625772083422367, 326.9355819207368, 0.0250365530780869, 0.8270295649455862]",name 'ShortCutDesign' is not defined
"[13, 0.5020260601821833, 0.13479837106842596, 0.31042919706863975, 0.9694606206519013, 345.6064352499171, 0.8138484404696301, 0.28698117600725015]",name 'ShortCutDesign' is not defined
"[12, 0.8714511592190392, 0.32660997889116633, 0.9134257783835691, 0.4035375853921893, 339.35548284044023, 0.8714083682037157, 0.24566284270766314]",name 'ShortCutDesign' is not defined
"[38, 0.5139731472779205, 0.5180442385686732, 0.9515417507513236, 0.3549754078732282, 296.09573789378334, 0.2761038236676753, 0.8089453087107563]",name 'ShortCutDesign' is not defined
"[29, 0.6523996739255842, 0.9431975675426453, 0.3283751506482429, 0.4200261620502431, 311.471819907901, 0.7235589335360245, 0.7220356448034572]",name 'ShortCutDesign' is not defined
"[11, 0.980661426924573, 0.10861437812593812, 0.1780958749441332, 0.1039416684164299, 331.84086305592746, 0.6601179717581305, 0.19032226537200758]",name 'ShortCutDesign' is not defined
"[34, 0.7266218001631374, 0.29039960605116566, 0.2749414678806457, 0.8538883693154263, 313.2380488078353, 0.39379230907900764, 0.7494699773826844]",name 'ShortCutDesign' is not defined
"[20, 0.28254148840361015, 0.3080613810484334, 0.1140642510956631, 0.38187350771246, 287.6188093089369, 0.32037076691910155, 0.7589169913030728]",name 'ShortCutDesign' is not defined
"[30, 0.6700022477773289, 0.3672376575794304, 0.6373877793394276, 0.15744440967846, 279.03594851359657, 0.4095707007375121, 0.876094187383195]",name 'ShortCutDesign' is not defined
"[27, 0.6776702206990388, 0.6052458464997689, 0.9321595217314903, 0.05949202882481365, 333.6999699896163, 0.8630006872599363, 0.7734260138942255]",name 'ShortCutDesign' is not defined
"[17, 0.9083356208723571, 0.8901867409888249, 0.4389633605848004, 0.5218807145303737, 312.9161046466643, 0.7791550106623727, 0.9083875951314578]",name 'ShortCutDesign' is not defined
"[36, 0.77012611444651, 0.6439602974656183, 0.5323746267527996, 0.8096042820143161, 277.7615764256132, 0.8084856863554729, 0.27323053890733173]",name 'ShortCutDesign' is not defined
"[25, 0.4323173005987995, 0.19453385774930024, 0.08591744157929478, 0.46527504459849206, 347.5487277274881, 0.7041097074037184, 0.8439835277527604]",name 'ShortCutDesign' is not defined
"[41, 0.6195662218125901, 0.22022646930810838, 0.763079740805029, 0.3009053151379773, 330.2757497970402, 0.33398127073627554, 0.041183864288852935]",name 'ShortCutDesign' is not defined
"[25, 0.21342510120812527, 0.9773682003293457, 0.8735850927024246, 0.27208458931185925, 306.8958762240014, 0.11966726409101917, 0.08095819309639514]",name 'ShortCutDesign' is not defined
"[48, 0.909906606341746, 0.5033913514294458, 0.7787548209746779, 0.17906439721971304, 342.8023588551754, 0.3618348142825715, 0.6613420970255615]",name 'ShortCutDesign' is not defined
"[48, 0.6829570070290183, 0.2990208802732496, 0.5428770931920559, 0.33264756277889934, 279.06507962525455, 0.797204991509406, 0.1413694516725837]",name 'ShortCutDesign' is not defined
"[21, 0.6668998412113126, 0.32263829903039914, 0.3573464445288685, 0.150526762161805, 335.2083140378013, 0.5597783112715586, 0.24987356569219266]",name 'ShortCutDesign' is not defined
"[10, 0.2902228711736964, 0.14951514452950435, 0.08501621655494437, 0.6295963087043125, 347.46778815946743, 0.5567426009600827, 0.6706398776941209]",name 'ShortCutDesign' is not defined
"[26, 0.32442259735779605, 0.8825389835298167, 0.17901288086225614, 0.587307656254677, 331.0679199357503, 0.9566996102887705, 0.5771058341119173]",name 'ShortCutDesign' is not defined
"[35, 0.4198002105364969, 0.08578319380737331, 0.013066021909179869, 0.4690904612401533, 294.8407809711215, 0.9294466824173541, 0.21030498134441772]",name 'ShortCutDesign' is not defined
"[16, 0.23550373972123195, 0.08664105096996275, 0.07919178231435604, 0.31020319202665314, 317.43625210176367, 0.5544060537731167, 0.4199758762991905]",name 'ShortCutDesign' is not defined
"[26, 0.9654894299731301, 0.4496535922842798, 0.5994852401675318, 0.32642274915921393, 347.37842652773577, 0.5159866398252859, 0.17938472370886874]",name 'ShortCutDesign' is not defined
"[29, 0.9113282228273617, 0.08038075331581664, 0.9482082479781047, 0.776651565157345, 288.5936704343406, 0.8794392469525539, 0.20000624720544247]",name 'ShortCutDesign' is not defined
